rst,area_ha,fsID,pub_priv,HYBRID,BAU,WOOD,BIO
4_3,5.494,508,1,2,2,2,2
4_3,17.966,507,1,2,2,2,2
4_3,10.001,511,1,2,2,2,2
4_3,17.190,510,1,2,2,2,2
4_3,6.674,502,1,2,2,2,2
4_3,11.828,499,1,2,2,2,2
4_3,9.627,506,1,2,2,2,2
4_3,5.023,503,1,2,2,2,2
4_2,6.215,466,1,2,2,2,1
4_2,3.457,464,1,2,2,2,1
4_2,5.449,473,1,2,2,2,2
4_2,6.040,468,0,2,2,2,1
4_2,5.006,461,0,2,2,2,1
4_2,5.191,459,0,2,2,2,1
4_2,3.413,463,1,2,2,2,2
4_2,1.831,462,1,2,2,2,2
4_2,2.381,482,1,2,2,2,2
4_2,2.978,481,1,2,2,2,2
4_2,0.920,485,1,2,2,2,2
4_2,10.021,484,1,2,2,2,2
4_2,1.236,477,1,2,2,2,1
4_2,7.686,476,1,2,2,2,1
4_2,2.578,480,1,2,2,2,2
4_2,4.293,479,1,2,2,2,2
4_2,2.876,444,1,2,2,2,1
4_2,8.082,442,1,2,2,2,1
4_2,8.468,448,1,2,2,2,2
4_2,5.428,447,1,2,2,2,1
4_2,2.629,437,1,2,2,2,2
4_2,10.632,436,1,2,2,2,2
4_2,3.568,441,1,2,2,2,2
4_2,1.003,439,1,2,2,2,2
4_2,7.207,456,1,2,2,2,1
4_2,4.731,455,0,2,2,2,1
4_2,2.965,458,1,2,2,2,2
4_2,1.832,457,1,2,2,2,1
4_2,6.573,451,1,2,2,2,2
4_2,4.094,450,1,2,2,2,2
4_2,3.690,454,1,2,2,2,2
4_2,6.451,453,1,2,2,2,2
4_2,1.914,420,0,2,2,2,2
4_2,7.504,419,1,2,2,2,2
4_2,2.220,422,1,2,2,2,2
4_2,2.735,421,1,2,2,2,2
4_2,9.465,414,1,2,2,2,2
4_2,10.026,413,1,2,2,2,2
4_2,4.811,417,1,2,2,2,2
4_2,8.127,415,1,2,2,2,2
4_2,3.712,431,1,2,2,2,2
4_2,5.118,430,1,2,2,2,2
4_2,5.199,434,1,2,2,2,2
4_2,7.812,432,1,2,2,2,2
4_2,6.835,426,1,2,2,2,2
4_2,2.785,424,1,2,2,2,2
4_2,4.175,429,1,2,2,2,2
4_2,8.828,428,1,2,2,2,2
4_2,4.760,397,1,2,2,2,2
4_2,11.548,395,1,2,2,2,2
4_2,8.291,399,1,2,2,2,2
4_2,9.230,398,1,2,2,2,2
4_2,9.320,388,1,2,2,2,2
4_2,11.884,387,1,2,2,2,2
4_2,12.499,394,1,2,2,2,2
4_2,6.235,390,1,2,2,2,2
4_2,6.799,409,1,2,2,2,2
4_2,3.211,408,1,2,2,2,2
4_2,5.374,411,1,2,2,2,2
4_2,7.390,410,1,2,2,2,2
4_2,1.621,403,0,2,2,2,2
4_2,4.574,401,1,2,2,2,2
4_2,4.184,407,1,2,2,2,2
4_2,10.214,405,1,2,2,2,2
4_1,4.502,368,1,2,2,2,2
4_1,1.478,366,1,2,2,2,2
4_1,5.448,376,1,2,2,2,2
4_1,6.597,373,1,2,2,2,2
4_1,10.130,363,1,2,2,2,2
4_1,5.637,360,1,2,2,2,2
4_1,6.212,365,1,2,2,2,2
4_1,2.008,364,1,2,2,2,2
4_2,4.579,384,1,2,2,2,2
4_2,11.442,382,1,2,2,2,2
4_2,1.431,386,1,2,2,2,2
4_2,9.252,385,1,2,2,2,2
4_1,3.483,378,1,2,2,2,2
4_1,4.650,377,1,2,2,2,2
4_2,3.506,381,1,2,2,2,2
4_1,3.288,379,1,2,2,2,2
4_1,5.658,344,1,2,2,2,1
4_1,0.966,342,1,2,2,2,1
4_1,6.043,347,1,2,2,2,2
4_1,4.651,346,1,2,2,2,2
4_1,2.148,335,1,2,2,2,1
4_1,6.753,334,1,2,2,2,1
4_1,6.526,339,1,2,2,2,1
4_1,7.502,337,1,2,2,2,1
4_1,6.677,354,1,2,2,2,1
4_1,5.247,353,1,2,2,2,2
4_1,4.008,359,1,2,2,2,1
4_1,6.779,358,1,2,2,2,1
4_1,4.851,350,1,2,2,2,2
4_1,5.142,348,1,2,2,2,2
4_1,2.829,352,1,2,2,2,2
4_1,5.798,351,1,2,2,2,2
4_1,3.197,318,1,2,2,2,2
4_1,6.354,316,1,2,2,2,2
4_1,7.119,320,1,2,2,2,2
4_1,4.560,319,1,2,2,2,2
4_1,6.492,309,1,2,2,2,2
4_1,7.110,308,1,2,2,2,2
4_1,5.093,314,1,2,2,2,2
4_1,3.204,310,1,2,2,2,2
4_1,1.580,329,1,2,2,2,2
4_1,10.898,328,1,2,2,2,2
4_1,10.736,332,1,2,2,2,2
4_1,3.839,331,1,2,2,2,2
4_1,8.111,325,1,2,2,2,2
4_1,7.831,324,1,2,2,2,2
4_1,2.567,327,1,2,2,2,2
4_1,6.699,326,1,2,2,2,2
4_1,5.560,289,1,2,2,2,2
4_1,7.762,288,1,2,2,2,2
4_1,2.988,291,1,2,2,2,2
4_1,6.060,290,1,2,2,2,2
4_1,4.945,285,1,2,2,2,2
4_1,7.742,284,1,2,2,2,2
4_1,8.540,287,1,2,2,2,2
4_1,3.539,286,1,2,2,2,2
4_1,5.356,300,1,2,2,2,2
4_1,3.166,298,1,2,2,2,2
4_1,0.885,303,1,2,2,2,2
4_1,7.947,301,1,2,2,2,2
4_1,2.388,294,1,2,2,2,2
4_1,2.741,293,1,2,2,2,2
4_1,5.034,296,1,2,2,2,2
4_1,1.783,295,1,2,2,2,2
4_1,6.550,260,1,2,2,2,1
4_1,4.294,259,1,2,2,2,2
4_1,4.665,268,1,2,2,2,2
4_1,3.412,264,1,2,2,2,1
4_1,7.740,252,1,2,2,2,2
4_1,1.935,251,1,2,2,2,2
4_1,1.734,258,1,2,2,2,1
4_1,3.890,256,1,2,2,2,1
4_1,5.987,281,1,2,2,2,2
4_1,4.408,280,1,2,2,2,2
4_1,3.735,283,1,2,2,2,2
4_1,7.040,282,1,2,2,2,2
4_1,4.361,276,1,2,2,2,2
4_1,4.658,273,1,2,2,2,2
4_1,4.308,279,0,2,2,2,2
4_1,4.970,277,1,2,2,2,2
4_1,3.293,236,1,2,2,2,2
4_1,7.405,235,1,2,2,2,2
4_1,6.743,238,1,2,2,2,2
4_1,9.291,237,1,2,2,2,2
4_1,2.593,230,1,2,2,2,1
4_1,5.448,229,1,2,2,2,2
4_1,5.380,234,1,2,2,2,1
4_1,6.960,231,1,2,2,2,2
4_1,6.578,246,1,2,2,2,2
4_1,5.026,245,1,2,2,2,2
4_1,6.425,250,0,2,2,2,1
4_1,2.790,249,1,2,2,2,2
4_1,8.801,241,1,2,2,2,2
4_1,4.168,240,1,2,2,2,2
4_1,4.948,244,1,2,2,2,1
4_1,7.046,242,1,2,2,2,2
4_1,4.188,213,1,2,2,2,2
4_1,6.110,212,1,2,2,2,2
4_1,5.025,215,1,2,2,2,2
4_1,2.286,214,1,2,2,2,2
4_1,3.180,204,1,2,2,2,2
4_1,3.531,203,1,2,2,2,2
4_1,3.200,209,1,2,2,2,2
4_1,4.525,205,1,2,2,2,2
4_1,6.569,226,1,2,2,2,2
4_1,6.502,225,1,2,2,2,2
4_1,4.787,228,1,2,2,2,2
4_1,1.987,227,0,2,2,2,2
4_1,5.604,218,1,2,2,2,2
4_1,7.063,217,1,2,2,2,2
4_1,8.990,224,0,2,2,2,2
4_1,4.095,219,0,2,2,2,2
4_1,10.253,182,1,2,2,2,2
4_1,4.219,181,1,2,2,2,2
4_1,6.698,185,1,2,2,2,2
4_1,3.560,184,1,2,2,2,2
4_1,10.075,174,1,2,2,2,2
4_1,5.811,173,1,2,2,2,2
4_1,1.652,180,1,2,2,2,2
4_1,4.637,179,1,2,2,2,2
4_1,3.780,197,1,2,2,2,2
4_1,8.777,196,1,2,2,2,2
4_1,9.588,201,1,2,2,2,1
4_1,9.470,198,1,2,2,2,2
4_1,7.541,189,1,2,2,2,2
4_1,4.706,187,1,2,2,2,2
4_1,4.343,194,1,2,2,2,2
4_1,8.208,191,1,2,2,2,2
4_1,4.392,150,1,2,2,2,2
4_1,5.353,149,1,2,2,2,2
4_1,8.769,155,1,2,2,2,2
4_1,8.430,151,1,2,2,2,2
4_1,8.934,146,1,2,2,2,2
4_1,5.656,145,1,2,2,2,2
4_1,5.418,148,1,2,2,2,2
4_1,2.723,147,1,2,2,2,2
4_1,6.858,164,1,2,2,2,1
4_1,4.448,163,1,2,2,2,2
4_1,1.993,172,1,2,2,2,2
4_1,5.579,165,1,2,2,2,1
4_1,8.674,157,1,2,2,2,2
4_1,9.374,156,1,2,2,2,2
4_1,2.806,160,1,2,2,2,2
4_1,4.304,158,1,2,2,2,2
4_1,6.327,128,1,2,2,2,2
4_1,5.488,126,1,2,2,2,2
4_1,4.490,130,1,2,2,2,2
4_1,4.291,129,1,2,2,2,2
4_1,7.152,120,1,2,2,2,2
4_1,10.415,118,0,2,2,2,2
4_1,3.105,125,1,2,2,2,2
4_1,6.359,122,1,2,2,2,2
4_1,6.344,141,1,2,2,2,2
4_1,3.720,137,1,2,2,2,2
4_1,3.083,144,0,2,2,2,2
4_1,5.750,143,1,2,2,2,2
4_1,6.422,133,1,2,2,2,2
4_1,5.383,131,1,2,2,2,2
4_1,8.735,136,1,2,2,2,2
4_1,5.570,135,1,2,2,2,2
4_1,9.233,100,1,2,2,2,2
4_1,4.065,99,1,2,2,2,2
4_1,10.633,102,1,2,2,2,2
4_1,3.956,101,1,2,2,2,2
4_1,3.754,95,1,2,2,2,2
4_1,3.621,94,1,2,2,2,2
4_1,9.633,98,1,2,2,2,2
4_1,6.459,97,1,2,2,2,2
4_1,7.140,113,1,2,2,2,2
4_1,6.051,110,1,2,2,2,2
4_1,2.327,116,1,2,2,2,2
4_1,7.084,114,1,2,2,2,2
4_1,4.097,105,1,2,2,2,2
4_1,7.007,104,1,2,2,2,2
4_1,12.800,108,1,2,2,2,2
4_1,3.432,107,1,2,2,2,2
4_1,7.506,79,1,2,2,2,2
4_1,7.454,78,1,2,2,2,2
4_1,1.742,81,1,2,2,2,2
4_1,1.637,80,1,2,2,2,2
4_1,1.643,72,1,2,2,2,2
4_1,8.232,71,1,2,2,2,2
4_1,7.773,77,1,2,2,2,2
4_1,4.817,73,1,2,2,2,2
4_1,2.810,91,1,2,2,2,2
4_1,6.988,90,1,2,2,2,2
4_1,5.868,93,1,2,2,2,2
4_1,6.573,92,1,2,2,2,2
4_1,5.448,84,1,2,2,2,2
4_1,4.448,82,1,2,2,2,2
4_1,4.802,89,1,2,2,2,2
4_1,5.923,85,1,2,2,2,2
4_1,10.670,51,1,2,2,2,2
4_1,6.756,50,1,2,2,2,2
4_1,6.006,53,1,2,2,2,2
4_1,11.731,52,1,2,2,2,2
4_1,4.286,45,1,2,2,2,2
4_1,6.100,44,1,2,2,2,2
4_1,5.712,47,1,2,2,2,2
4_1,7.701,46,1,2,2,2,2
4_1,6.884,65,1,2,2,2,2
4_1,8.473,64,1,2,2,2,2
4_1,7.367,68,1,2,2,2,2
4_1,6.337,66,1,2,2,2,2
4_1,3.381,57,1,2,2,2,2
4_1,5.143,54,1,2,2,2,2
4_1,8.579,63,1,2,2,2,2
4_1,5.455,59,1,2,2,2,2
2_1,4.476,29,1,2,2,2,2
2_1,4.325,27,1,2,2,2,2
2_1,9.064,32,1,2,2,2,2
2_1,6.416,31,1,2,2,2,2
2_1,5.785,21,1,2,2,2,2
2_1,4.121,19,1,2,2,2,2
2_1,10.346,24,1,2,2,2,2
2_1,1.396,22,1,2,2,2,2
4_1,5.462,40,1,2,2,2,2
2_2,1.665,38,1,2,2,2,2
4_1,2.474,43,1,2,2,2,2
4_1,8.547,42,1,2,2,2,2
2_2,7.168,35,1,2,2,2,2
2_2,7.485,33,1,2,2,2,2
2_2,4.984,37,1,2,2,2,2
2_2,9.965,36,1,2,2,2,2
4_1,5.231,1660,1,2,2,2,2
4_1,8.321,1653,1,2,2,2,2
4_1,6.729,1665,1,2,2,2,2
4_1,7.965,1662,1,2,2,2,2
4_1,6.664,1649,1,2,2,2,2
4_1,10.675,1648,1,2,2,2,2
4_1,6.680,1652,1,2,2,2,2
4_1,10.492,1651,1,2,2,2,2
4_1,8.690,1672,1,2,2,2,2
4_1,5.345,1671,1,2,2,2,2
4_1,11.333,1676,1,2,2,2,2
4_1,7.083,1674,0,2,2,2,2
4_1,5.948,1668,1,2,2,2,2
4_1,9.720,1667,1,2,2,2,2
4_1,13.396,1670,1,2,2,2,2
4_1,7.667,1669,1,2,2,2,2
4_1,9.068,1633,1,2,2,2,1
4_1,5.730,1627,1,2,2,2,2
4_1,5.241,1637,1,2,2,2,2
4_1,6.206,1636,1,2,2,2,2
4_1,5.419,1621,1,2,2,2,2
4_1,7.014,1620,1,2,2,2,2
4_1,10.241,1626,1,2,2,2,2
4_1,6.353,1624,0,2,2,2,2
4_1,7.219,1645,1,2,2,2,2
4_1,15.762,1644,1,2,2,2,2
4_1,10.506,1647,1,2,2,2,2
4_1,5.224,1646,1,2,2,2,2
4_1,9.872,1639,1,2,2,2,1
4_1,8.821,1638,1,2,2,2,2
4_1,8.073,1643,1,2,2,2,1
4_1,5.832,1641,1,2,2,2,1
4_1,13.345,1605,1,2,2,2,2
4_1,10.977,1604,1,2,2,2,2
4_1,8.076,1608,1,2,2,2,2
4_1,14.510,1606,1,2,2,2,2
4_1,41.095,1600,1,2,2,2,2
4_1,20.016,1599,1,2,2,2,2
4_1,8.125,1603,1,2,2,2,2
4_1,17.471,1602,1,2,2,2,2
4_1,5.018,1616,1,2,2,2,2
4_1,14.307,1614,1,2,2,2,2
4_1,8.524,1619,1,2,2,2,2
4_1,6.070,1618,1,2,2,2,2
4_1,6.517,1611,1,2,2,2,2
4_1,6.305,1610,1,2,2,2,2
4_1,8.979,1613,1,2,2,2,2
4_1,13.613,1612,1,2,2,2,2
4_1,8.719,1580,1,2,2,2,2
4_1,8.492,1579,1,2,2,2,2
4_1,7.983,1584,1,2,2,2,2
4_1,11.769,1583,1,2,2,2,2
4_1,6.275,1576,1,2,2,2,2
4_1,6.472,1575,1,2,2,2,2
4_1,5.730,1578,1,2,2,2,2
4_1,15.343,1577,1,2,2,2,2
4_1,5.808,1593,1,2,2,2,2
4_1,7.017,1591,1,2,2,2,2
4_1,5.270,1598,0,2,2,2,1
4_1,6.733,1595,1,2,2,2,1
4_1,13.364,1587,1,2,2,2,2
4_1,10.041,1586,1,2,2,2,2
4_1,6.723,1589,1,2,2,2,2
4_1,7.402,1588,1,2,2,2,2
4_1,9.798,1560,1,2,2,2,2
4_1,8.834,1559,1,2,2,2,2
4_1,10.425,1562,1,2,2,2,2
4_1,5.503,1561,1,2,2,2,2
4_1,6.853,1552,1,2,2,2,2
4_1,5.163,1551,1,2,2,2,2
4_1,42.013,1556,1,2,2,2,2
4_1,8.808,1553,1,2,2,2,2
4_1,11.216,1571,1,2,2,2,2
4_1,6.354,1570,1,2,2,2,2
4_1,10.640,1573,1,2,2,2,2
4_1,10.225,1572,1,2,2,2,2
4_1,5.447,1564,1,2,2,2,2
4_1,9.132,1563,1,2,2,2,2
4_1,5.694,1568,1,2,2,2,2
4_1,6.634,1566,1,2,2,2,2
2_2,6.952,1534,0,2,2,2,2
2_2,5.237,1533,1,2,2,2,2
4_1,5.124,1537,1,2,2,2,2
2_2,9.590,1535,1,2,2,2,2
2_1,5.899,1529,1,2,2,2,2
2_1,5.470,1528,1,2,2,2,2
2_1,6.812,1532,1,2,2,2,2
2_1,6.435,1531,1,2,2,2,2
4_1,8.837,1548,1,2,2,2,2
4_1,9.915,1543,1,2,2,2,2
4_1,7.142,1550,1,2,2,2,2
4_1,12.258,1549,1,2,2,2,2
4_1,25.525,1539,1,2,2,2,2
4_1,47.002,1538,1,2,2,2,2
4_1,7.086,1542,1,2,2,2,2
4_1,46.378,1540,1,2,2,2,2
5_3,13.184,1513,1,2,2,2,2
5_3,4.318,1512,1,2,2,2,2
5_3,3.280,1515,1,2,2,2,2
5_3,9.552,1514,1,2,2,2,2
5_3,6.026,1509,1,2,2,2,2
5_3,6.817,1508,1,2,2,2,2
5_3,8.921,1511,1,2,2,2,2
5_3,11.466,1510,1,2,2,2,2
2_1,5.204,1525,1,2,2,2,2
2_1,5.112,1524,1,2,2,2,2
2_1,7.972,1527,1,2,2,2,2
2_1,7.063,1526,1,2,2,2,2
5_3,4.844,1517,1,2,2,2,2
5_3,12.762,1516,1,2,2,2,2
5_3,13.435,1521,1,2,2,2,2
5_3,11.443,1518,1,2,2,2,2
5_2,10.953,1484,1,2,2,2,2
5_2,3.745,1483,1,2,2,2,2
5_2,3.835,1491,1,2,2,2,2
5_2,14.090,1489,1,2,2,2,2
5_2,3.025,1480,1,2,2,2,2
5_2,9.112,1478,1,2,2,2,2
5_2,7.638,1482,1,2,2,2,2
5_2,6.943,1481,1,2,2,2,1
5_3,5.520,1502,1,2,2,2,2
5_3,10.740,1501,1,2,2,2,2
5_3,10.747,1506,1,2,2,2,2
5_3,9.481,1504,1,2,2,2,2
5_2,10.255,1496,1,2,2,2,2
5_2,7.238,1492,1,2,2,2,2
5_3,4.042,1500,1,2,2,2,2
5_2,10.145,1497,1,2,2,2,2
5_2,10.983,1460,1,2,2,2,2
5_2,13.577,1459,1,2,2,2,2
5_2,7.486,1464,1,2,2,2,2
5_2,3.416,1461,1,2,2,2,2
5_2,7.555,1455,1,2,2,2,2
5_2,8.498,1452,1,2,2,2,2
5_2,11.255,1458,1,2,2,2,2
5_2,9.717,1457,1,2,2,2,2
5_2,6.544,1473,1,2,2,2,2
5_2,11.100,1472,1,2,2,2,2
5_2,9.166,1477,1,2,2,2,2
5_2,5.726,1475,1,2,2,2,2
5_2,9.435,1467,1,2,2,2,2
5_2,4.263,1466,1,2,2,2,2
5_2,12.055,1471,1,2,2,2,2
5_2,12.249,1469,1,2,2,2,2
5_2,11.712,1430,1,2,2,2,2
5_2,4.608,1427,1,2,2,2,2
5_2,8.354,1434,1,2,2,2,2
5_2,8.223,1431,1,2,2,2,2
5_2,10.105,1424,1,2,2,2,2
5_2,4.835,1422,1,2,2,2,2
5_2,8.664,1426,1,2,2,2,2
5_2,5.792,1425,1,2,2,2,2
5_2,5.966,1443,1,2,2,2,2
5_2,8.201,1442,1,2,2,2,2
5_2,8.753,1450,1,2,2,2,2
5_2,6.146,1447,1,2,2,2,2
5_2,4.514,1436,1,2,2,2,2
5_2,7.727,1435,1,2,2,2,2
5_2,9.842,1439,1,2,2,2,2
5_2,11.765,1437,1,2,2,2,2
5_1,7.923,1402,0,2,2,2,2
5_1,5.894,1400,1,2,2,2,2
5_1,10.749,1406,1,2,2,2,2
5_1,10.983,1403,1,2,2,2,2
5_1,5.467,1394,1,2,2,2,2
5_1,7.509,1393,1,2,2,2,2
5_1,10.654,1399,1,2,2,2,2
5_1,3.925,1396,1,2,2,2,2
5_2,7.573,1415,1,2,2,2,2
5_1,7.412,1413,1,2,2,2,2
5_2,4.810,1421,1,2,2,2,2
5_2,7.288,1416,1,2,2,2,2
5_1,6.863,1410,1,2,2,2,2
5_1,9.445,1408,1,2,2,2,2
5_1,4.642,1412,1,2,2,2,2
5_1,11.905,1411,1,2,2,2,2
5_1,11.607,1372,1,2,2,2,2
5_1,3.469,1370,1,2,2,2,2
5_1,9.770,1376,1,2,2,2,2
5_1,7.897,1375,1,2,2,2,2
5_1,13.695,1367,1,2,2,2,2
5_1,13.024,1366,1,2,2,2,2
5_1,9.719,1369,1,2,2,2,2
5_1,6.310,1368,1,2,2,2,2
5_1,4.104,1389,1,2,2,2,2
5_1,10.107,1386,1,2,2,2,2
5_1,7.051,1391,1,2,2,2,2
5_1,14.630,1390,1,2,2,2,2
5_1,12.661,1379,1,2,2,2,2
5_1,11.627,1377,1,2,2,2,2
5_1,12.326,1385,1,2,2,2,2
5_1,14.669,1381,1,2,2,2,1
5_1,11.743,1351,1,2,2,2,2
5_1,10.182,1350,1,2,2,2,2
5_1,9.817,1354,1,2,2,2,2
5_1,6.609,1352,1,2,2,2,2
5_1,14.849,1346,1,2,2,2,2
5_1,9.478,1345,1,2,2,2,2
5_1,7.348,1349,1,2,2,2,2
5_1,6.386,1348,1,2,2,2,2
5_1,9.409,1362,1,2,2,2,2
5_1,7.064,1360,1,2,2,2,2
5_1,3.632,1365,1,2,2,2,2
5_1,8.650,1363,1,2,2,2,2
5_1,7.226,1356,1,2,2,2,2
5_1,7.809,1355,1,2,2,2,2
5_1,3.473,1359,1,2,2,2,2
5_1,8.461,1358,1,2,2,2,2
5_1,6.839,1324,1,2,2,2,2
5_1,6.296,1323,1,2,2,2,2
5_1,11.436,1329,1,2,2,2,2
5_1,7.251,1328,1,2,2,2,2
5_1,5.602,1312,1,2,2,2,2
5_1,6.088,1311,1,2,2,2,2
5_1,9.306,1318,1,2,2,2,2
5_1,6.394,1313,1,2,2,2,2
5_1,13.790,1341,1,2,2,2,2
5_1,4.360,1337,1,2,2,2,2
5_1,10.793,1343,1,2,2,2,2
5_1,12.086,1342,1,2,2,2,2
5_1,9.892,1332,1,2,2,2,2
5_1,9.430,1331,1,2,2,2,1
5_1,9.022,1335,1,2,2,2,2
5_1,5.590,1334,1,2,2,2,2
4_2,9.161,1296,1,2,2,2,2
4_2,6.883,1295,1,2,2,2,2
4_3,11.544,1299,1,2,2,2,2
4_3,9.751,1298,1,2,2,2,2
4_2,11.051,1290,1,2,2,2,2
4_2,14.587,1289,1,2,2,2,2
4_2,11.238,1294,1,2,2,2,2
4_2,8.794,1291,1,2,2,2,2
4_3,8.265,1308,1,2,2,2,2
4_3,12.407,1304,1,2,2,2,2
5_1,4.631,1310,1,2,2,2,2
5_1,6.209,1309,0,2,2,2,2
4_3,14.385,1301,1,2,2,2,2
4_3,10.200,1300,1,2,2,2,2
4_3,4.127,1303,1,2,2,2,2
4_3,7.483,1302,1,2,2,2,1
4_2,6.729,1267,1,2,2,2,2
4_2,11.869,1266,1,2,2,2,2
4_2,9.042,1271,1,2,2,2,2
4_2,6.233,1270,1,2,2,2,2
4_2,9.190,1263,1,2,2,2,2
4_2,6.820,1262,1,2,2,2,2
4_2,3.498,1265,1,2,2,2,2
4_2,3.418,1264,1,2,2,2,2
4_2,11.814,1282,1,2,2,2,2
4_2,8.372,1281,1,2,2,2,2
4_2,6.696,1288,1,2,2,2,2
4_2,8.435,1287,1,2,2,2,2
4_2,11.092,1273,1,2,2,2,2
4_2,5.436,1272,1,2,2,2,2
4_2,12.922,1278,1,2,2,2,2
4_2,14.816,1275,1,2,2,2,1
4_2,4.690,1245,1,2,2,2,2
4_2,5.684,1244,1,2,2,2,2
4_2,6.372,1247,1,2,2,2,2
4_2,6.979,1246,1,2,2,2,2
4_2,12.118,1241,1,2,2,2,2
4_2,6.863,1240,1,2,2,2,2
4_2,13.435,1243,1,2,2,2,2
4_2,3.960,1242,1,2,2,2,2
4_2,8.754,1257,1,2,2,2,2
4_2,7.243,1255,1,2,2,2,2
4_2,8.321,1261,1,2,2,2,2
4_2,6.934,1260,1,2,2,2,2
4_2,7.825,1249,1,2,2,2,2
4_2,4.156,1248,1,2,2,2,2
4_2,12.639,1252,1,2,2,2,2
4_2,9.695,1250,1,2,2,2,2
4_1,14.884,1220,1,2,2,2,2
4_1,10.046,1219,1,2,2,2,2
4_1,4.911,1224,1,2,2,2,2
4_1,5.346,1221,1,2,2,2,1
4_1,9.047,1215,1,2,2,2,2
4_1,11.780,1214,1,2,2,2,2
4_1,3.891,1218,1,2,2,2,2
4_1,3.133,1217,1,2,2,2,2
4_1,7.971,1236,1,2,2,2,2
4_1,13.252,1235,1,2,2,2,2
4_2,4.117,1239,1,2,2,2,2
4_1,10.070,1238,1,2,2,2,2
4_1,8.015,1226,1,2,2,2,2
4_1,10.471,1225,1,2,2,2,2
4_1,13.754,1234,1,2,2,2,2
4_1,10.676,1227,1,2,2,2,2
4_1,7.518,1201,1,2,2,2,2
4_1,14.430,1199,1,2,2,2,2
4_1,11.713,1203,1,2,2,2,2
4_1,14.839,1202,1,2,2,2,2
4_1,6.812,1194,1,2,2,2,2
4_1,6.647,1190,1,2,2,2,2
4_1,14.001,1198,1,2,2,2,2
4_1,3.914,1197,1,2,2,2,2
4_1,12.182,1210,1,2,2,2,2
4_1,7.030,1209,1,2,2,2,1
4_1,5.564,1212,1,2,2,2,1
4_1,9.477,1211,1,2,2,2,2
4_1,4.581,1205,1,2,2,2,2
4_1,4.732,1204,1,2,2,2,2
4_1,10.756,1208,1,2,2,2,2
4_1,5.777,1206,1,2,2,2,2
4_1,9.572,1172,1,2,2,2,2
4_1,4.745,1171,0,2,2,2,2
4_1,3.421,1175,1,2,2,2,2
4_1,4.296,1173,1,2,2,2,2
4_1,2.698,1168,1,2,2,2,2
4_1,13.136,1166,1,2,2,2,2
4_1,3.102,1170,1,2,2,2,2
4_1,9.292,1169,1,2,2,2,2
4_1,8.420,1185,1,2,2,2,2
4_1,10.062,1184,1,2,2,2,2
4_1,4.148,1188,1,2,2,2,2
4_1,10.798,1186,1,2,2,2,1
4_1,8.602,1178,1,2,2,2,2
4_1,11.147,1176,1,2,2,2,2
4_1,8.112,1181,1,2,2,2,2
4_1,7.083,1179,1,2,2,2,2
4_1,7.655,1153,1,2,2,2,2
4_1,10.821,1152,1,2,2,2,2
4_1,4.659,1155,1,2,2,2,2
4_1,8.090,1154,1,2,2,2,2
4_1,8.068,1144,1,2,2,2,2
4_1,4.877,1143,1,2,2,2,2
4_1,14.266,1150,1,2,2,2,2
4_1,11.811,1148,1,2,2,2,2
4_1,12.224,1163,1,2,2,2,2
4_1,14.190,1162,1,2,2,2,1
4_1,6.948,1165,1,2,2,2,2
4_1,4.925,1164,1,2,2,2,2
4_1,7.502,1157,1,2,2,2,2
4_1,8.966,1156,1,2,2,2,2
4_1,7.218,1161,1,2,2,2,2
4_1,13.064,1159,1,2,2,2,2
4_1,3.958,1125,1,2,2,2,2
4_1,10.488,1124,1,2,2,2,2
4_1,4.458,1128,1,2,2,2,2
4_1,3.972,1127,1,2,2,2,2
4_1,13.301,1121,1,2,2,2,2
4_1,6.858,1120,1,2,2,2,2
4_1,7.375,1123,1,2,2,2,2
4_1,6.464,1122,1,2,2,2,2
4_1,10.529,1140,1,2,2,2,2
4_1,9.430,1138,1,2,2,2,2
4_1,5.669,1142,1,2,2,2,2
4_1,11.486,1141,1,2,2,2,2
4_1,8.435,1133,1,2,2,2,2
4_1,6.101,1132,1,2,2,2,2
4_1,3.674,1137,1,2,2,2,2
4_1,8.079,1135,1,2,2,2,2
4_1,13.443,1104,1,2,2,2,2
4_1,11.565,1100,1,2,2,2,2
4_1,10.800,1107,1,2,2,2,1
4_1,6.062,1105,1,2,2,2,2
2_2,10.117,1096,1,2,2,2,2
2_2,7.183,1095,1,2,2,2,2
4_1,7.456,1099,1,2,2,2,2
4_1,11.497,1098,1,2,2,2,1
4_1,5.453,1117,1,2,2,2,1
4_1,14.389,1116,1,2,2,2,2
4_1,9.392,1119,1,2,2,2,2
4_1,13.065,1118,1,2,2,2,2
4_1,5.786,1109,1,2,2,2,2
4_1,9.058,1108,1,2,2,2,2
4_1,10.813,1113,1,2,2,2,2
4_1,5.611,1112,1,2,2,2,2
5_3,4.165,1081,1,2,2,2,2
5_3,4.798,1078,1,2,2,2,2
5_3,4.609,1083,0,2,2,2,2
5_3,4.407,1082,1,2,2,2,2
5_3,4.285,1072,1,2,2,2,2
5_3,4.230,1071,1,2,2,2,2
5_3,4.341,1076,1,2,2,2,1
5_3,4.270,1073,0,2,2,2,1
