#ID;Baumart;Baumart-Code;Beschrieb;Aufnahme-Datum;BHD;D7m;SchaftLaenge_m
47;Ubrige Laubholzer;299;11;2017;1.3140210755628925;0;2.9018090008502146
48;Ubrige Laubholzer;299;11;2017;1.3140210755628925;0;2.9018090008502146
49;Ubrige Laubholzer;299;11;2017;1.1307832428914306;0;2.807831834097807
50;Ubrige Laubholzer;299;11;2017;1.1307832428914306;0;2.807831834097807
51;Ubrige Laubholzer;299;11;2017;1.3309684664769506;0;2.9116143415786273
52;Ubrige Laubholzer;299;11;2017;1.2534652176380885;0;2.6718908357683775
53;Fichte;100;13;2017;36.964491755219726;0;30.697408283868683
54;Fichte;100;13;2017;18.7114416761298;0;18.63000904067537
55;Fichte;100;13;2017;49.82845978973947;0;37.051079181280826
56;Fichte;100;13;2017;22.843344885681297;0;21.718972967904982
57;Fichte;100;13;2017;31.833586026686955;0;27.70178068158189
58;Fichte;100;13;2017;35.848404953864296;0;30.07819612454066
59;Fichte;100;13;2017;14.04247705587626;0;14.85438565752076
60;Fichte;100;13;2017;42.22534353731286;0;33.478518605425
61;Fichte;100;13;2017;18.919444219682752;0;18.789026233749283
62;Fichte;100;13;2017;16.2449580958202;0;16.6740171069162
63;Fichte;100;13;2017;25.1138418296331;0;23.321239550702543
64;Fichte;100;13;2017;40.5700277385108;0;32.64427359414292
65;Fichte;100;13;2017;16.020258473758897;0;16.49266611326415
66;Fichte;100;13;2017;28.03144417677956;0;25.287538469663545
67;Fichte;100;13;2017;44.39421134414782;0;34.533832489980234
