area_ha,id,alt_zone,ds,rst_code,dev_stage,rst,priv,for_res,BAU,BIO,WOOD,HYBRID,fsID,age
2.485184466499376,9757.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3614,not_young
0.903409296390787,9758.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3615,not_young
0.683857760546391,9759.0,4.0,ds2,ds2_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,4.0,3.0,3616,young
1.397687450483287,9760.0,13.0,ds3,ds3_13,Stangenholz,Stangenholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3617,not_young
0.946384253839357,9761.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,4.0,3.0,3618,not_young
1.483424719079305,9762.0,13.0,ds2,ds2_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,1.0,1.0,1.0,1.0,1.0,3619,young
2.307918032439868,9763.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,1.0,1.0,1.0,1.0,1.0,3620,not_young
3.119363124463009,9764.0,4.0,ds1,ds1_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,4.0,4.0,3621,young
0.552037916599377,9765.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3622,not_young
2.109097748684278,9766.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,4.0,3.0,3623,not_young
2.002133984950326,9767.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3624,not_young
1.394125455878489,9768.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,1.0,3.0,3.0,3625,not_young
2.593870818675325,9769.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,1.0,1.0,1.0,1.0,1.0,3626,not_young
10.58186772752342,9770.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3627,not_young
0.958989524226077,9771.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3628,not_young
1.899259699929642,9772.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3629,not_young
2.357537029728387,9773.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3630,not_young
0.828017795601726,9774.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3631,not_young
0.740166363927536,9775.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3632,not_young
0.725064311250113,9776.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,1.0,1.0,1.0,1.0,1.0,3633,not_young
7.264597274946364,9777.0,13.0,ds1,ds1_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,3.0,3.0,3634,young
2.049655020277924,9778.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3635,not_young
4.311783936126804,9779.0,13.0,ds6,ds6_13,Starkes Baumholz,Starkes Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3636,not_young
0.589845000306174,9780.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,1.0,1.0,1.0,1.0,1.0,3637,not_young
1.673028681795904,9781.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,1.0,1.0,1.0,3.0,3.0,3638,not_young
1.561514829955419,9782.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,4.0,3.0,3639,not_young
4.029271341240135,9783.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3640,not_young
1.740792312402514,9785.0,13.0,ds1,ds1_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,3.0,3.0,3641,young
3.603999893548573,9786.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3642,not_young
1.286232255653758,9787.0,4.0,ds1,ds1_4,Jungwuchs/Dickung,Jungwuchs/Dickung_4,0.0,0.0,3.0,3.0,3.0,3.0,3643,young
0.94735291592885,9788.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3644,not_young
0.841639975728042,9789.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3645,not_young
0.700494067689241,9791.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3646,not_young
0.699968830162403,9792.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,1.0,1.0,1.0,1.0,1.0,3647,not_young
8.689169582100085,9794.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3648,not_young
0.958798107706735,9795.0,13.0,ds6,ds6_13,Starkes Baumholz,Starkes Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3649,not_young
1.949710789334349,9797.0,4.0,ds5,ds5_4,Mittleres Baumholz,Mittleres Baumholz_4,0.0,0.0,3.0,3.0,4.0,3.0,3650,not_young
1.153110722651892,9798.0,4.0,ds6,ds6_4,Starkes Baumholz,Starkes Baumholz_4,0.0,0.0,3.0,3.0,4.0,4.0,3651,not_young
0.832473851966299,9800.0,4.0,ds3,ds3_4,Stangenholz,Stangenholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3652,not_young
1.319763825226529,9801.0,13.0,ds5,ds5_13,Mittleres Baumholz,Mittleres Baumholz_13,0.0,0.0,3.0,3.0,3.0,3.0,3653,not_young
1.686551490640687,9802.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3654,not_young
0.63627633670643,9803.0,13.0,ds4,ds4_13,Schwaches Baumholz,Schwaches Baumholz_13,0.0,0.0,3.0,3.0,4.0,3.0,3655,not_young
2.706040791542083,9804.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3656,not_young
3.363297160262918,9806.0,13.0,ds1,ds1_13,Jungwuchs/Dickung,Jungwuchs/Dickung_13,0.0,0.0,3.0,3.0,3.0,3.0,3657,young
0.641712451047532,9807.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,1.0,1.0,1.0,1.0,1.0,3658,not_young
0.514431723996904,9811.0,4.0,ds4,ds4_4,Schwaches Baumholz,Schwaches Baumholz_4,0.0,0.0,3.0,3.0,3.0,3.0,3659,not_young
